Key,Description,en,fr
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_5:name,A mission objective name,RTB,RTB
F/A-26B:fa26bFreeFlight:26b_targetPractice2:obj_5:info,Mission objective info.,Land at any of the airbases or aircraft carrier.,Atterrir sur l'une des bases aeriennes ou porte-avions.
fa26bFreeFlight:2v2dogfight_name,Name of a mission.,2v2 Air Combat,Combat aerien 2v2
fa26bFreeFlight:2v2dogfight_description,Description of a mission.,Take on two enemy fighters with your wingman.,Affrontez deux combattants ennemis avec votre ailier.
F/A-26B:fa26bFreeFlight:2v2dogfight:obj_0:name,A mission objective name,CAP,CASQUETTE
F/A-26B:fa26bFreeFlight:2v2dogfight:obj_0:info,Mission objective info.,Destroy the two enemy fighters.,Detruisez les deux combattants ennemis.
F/A-26B:fa26bFreeFlight:2v2dogfight:obj_1:name,A mission objective name,Surprise,Surprendre
F/A-26B:fa26bFreeFlight:2v2dogfight:obj_1:info,Mission objective info.,Surprise! More fighters to kill. Where will they come from?,Surprendre!�Plus de combattants a tuer.�D'o� viendront-ils ?
F/A-26B:fa26bFreeFlight:2v2dogfight:obj_2:name,A mission objective name,Land,Terre
F/A-26B:fa26bFreeFlight:2v2dogfight:obj_2:info,Mission objective info.,Land at the airbase.,Atterrir a la base aerienne.
fa26bFreeFlight:carrierLandingPractice_name,Name of a mission.,Carrier Landing Practice,Pratique d'atterrissage de transporteur
fa26bFreeFlight:carrierLandingPractice_description,Description of a mission.,Practice landing on the aircraft carrier.,Entra�nez-vous a atterrir sur le porte-avions.
F/A-26B:fa26bFreeFlight:carrierLandingPractice:obj_0:name,A mission objective name,Land,Terre
F/A-26B:fa26bFreeFlight:carrierLandingPractice:obj_0:info,Mission objective info.,Land on the carrier.,Atterrir sur le transporteur.
fa26bFreeFlight:FA26Difficult_name,Name of a mission.,Difficult Mission,Mission difficile
fa26bFreeFlight:FA26Difficult_description,Description of a mission.,"A variety of hostile targets to destroy.  Practice using the aircraft as a fighter, a striker, or a mix of both."," a striker"
F/A-26B:fa26bFreeFlight:FA26Difficult:obj_0:name,A mission objective name,Destroy Radars 1,Detruire les radars 1
F/A-26B:fa26bFreeFlight:FA26Difficult:obj_0:info,Mission objective info.,Destroy the enemy fire control radars around south city.,Detruisez les radars de contr�le de tir ennemis autour de la ville du sud.
F/A-26B:fa26bFreeFlight:FA26Difficult:obj_1:name,A mission objective name,Destroy Ships,Detruire des navires
F/A-26B:fa26bFreeFlight:FA26Difficult:obj_1:info,Mission objective info.,Destroy the naval group to the east.,Detruisez le groupe naval a l'est.
F/A-26B:fa26bFreeFlight:FA26Difficult:obj_2:name,A mission objective name,CAP,CASQUETTE
F/A-26B:fa26bFreeFlight:FA26Difficult:obj_2:info,Mission objective info.,Search for and destroy enemy fighters.,Recherchez et detruisez les combattants ennemis.
F/A-26B:fa26bFreeFlight:FA26Difficult:obj_3:name,A mission objective name,RTB,RTB
F/A-26B:fa26bFreeFlight:FA26Difficult:obj_3:info,Mission objective info.,Return to the carrier.,Retour au transporteur.
fa26bFreeFlight:fa26Refuel_name,Name of a mission.,FA-26 Aerial Refuel Practice,FA-26 Entra�nement de ravitaillement aerien
fa26bFreeFlight:fa26Refuel_description,Description of a mission.,Practice aerial refuelling.,Pratiquez le ravitaillement en vol.
F/A-26B:fa26bFreeFlight:fa26Refuel:obj_0:name,A mission objective name,Refuel,Ravitailler
F/A-26B:fa26bFreeFlight:fa26Refuel:obj_0:info,Mission objective info.,Refuel without landing. Fuel must be below 95% for the tanker to serve.,Faire le plein sans atterrir.�Le carburant doit etre inferieur a 95% pour que le petrolier puisse servir.
fa26bFreeFlight:Free Flight_name,Name of a mission.,Free Flight,Vol gratuit
fa26bFreeFlight:Free Flight_description,Description of a mission.,No enemies or objectives.  Just fly around and have fun!,Pas d'ennemis ni d'objectifs.�Il suffit de voler et de s'amuser !
fa26bFreeFlight:freeFlight2_name,Name of a mission.,Free Flight 2,Vol libre 2
fa26bFreeFlight:freeFlight2_description,Description of a mission.,Free flight in the twin-city bay map. No enemies or objectives.,Vol libre sur la carte de la baie des villes jumelles.�Pas d'ennemis ni d'objectifs.
fa26bFreeFlight_26b_targetPractice2_b0,Text from a mission briefing.,"Various air and land targets are scattered around the area. Practice using your sensors and weapons to find and destroy the targets without worrying about them shooting back.

Several airbases and a carrier are available for you to use for rearming and refuelling if necessary.",Diverses cibles aeriennes et terrestres sont dispersees dans la zone.�Entra�nez-vous a utiliser vos capteurs et vos armes pour trouver et detruire les cibles sans vous soucier de leur riposte.
fa26bFreeFlight_2v2dogfight_b0,Text from a mission briefing.,"In this scenario, you will start in the air with a wingman.  Fly towards the island and take out the two enemy fighters."," you will start in the air with a wingman.  Fly towards the island and take out the two enemy fighters."
fa26bFreeFlight_carrierLandingPractice_b0,Text from a mission briefing.,"You will start in the air near the carrier.  Find it, then circle around for a landing approach."," then circle around for a landing approach."
fa26bFreeFlight_FA26Difficult_b0,Text from a mission briefing.,"Several enemy air, land, and naval units are scattered around the island.
Complete each of the mission objectives and return to the carrier."," land"
fa26bFreeFlight_FA26Difficult_b1,Text from a mission briefing.,You may need to return to the carrier to refuel and rearm during the mission.,Vous devrez peut-etre retourner au transporteur pour faire le plein et vous rearmer pendant la mission.
fa26bFreeFlight_fa26Refuel_b0,Text from a mission briefing.,"Practice aerial refueling with the F/A-26B.  Make sure to start off with a partially empty fuel tank.  Otherwise, the tanker will not lower to fuel boom."," the tanker will not lower to fuel boom."
fa26bFreeFlight_freeFlight2_b0,Text from a mission briefing.,Just fly around and have fun!,Il suffit de voler et de s'amuser !
campaign_j4Campaign_name,Name of a campaign.,July 4,04-juil
campaign_j4Campaign_description,Description of a campaign.,Enter description...,Entrez la description...
j4Campaign:j4_name,Name of a mission.,July 4th,le 4 juillet
j4Campaign:j4_description,Description of a mission.,Happy Independence day!,Joyeux Jour de l'Independance!
F/A-26B:j4Campaign:j4:obj_0:name,A mission objective name,July 4,04-juil
F/A-26B:j4Campaign:j4:obj_0:info,Mission objective info.,Defend the city from the enemy attack.,Defendez la ville de l'attaque ennemie.
j4Campaign_j4_b0,Text from a mission briefing.,Happy Independence day!,Joyeux Jour de l'Independance!
j4Campaign_j4_b1,Text from a mission briefing.,"An unidentified flying object has been detected over the island.  It appears to be giving off the same signals as those recorded near the recent attacks on mainland cities, so we're assuming hostility.  Find it and destroy it at all cost."," so we're assuming hostility.  Find it and destroy it at all cost."
campaign_fa26-opDesertCobra_name,Name of a campaign.,Operation: Desert Cobra,Operation : Cobra du desert
campaign_fa26-opDesertCobra_description,Description of a campaign.,"A short campaign for the F/A-26B based around mountainous desert regions. ",Une courte campagne pour le F/A-26B basee autour des regions desertiques montagneuses.
fa26-opDesertCobra:mission1_name,Name of a mission.,Base Defense,Defense de la base
fa26-opDesertCobra:mission1_description,Description of a mission.,Defend the airbase supply depots from the incoming enemy attack.,Defendez les dep�ts d'approvisionnement de la base aerienne contre l'attaque ennemie entrante.
F/A-26B:fa26-opDesertCobra:mission1:obj_0:name,A mission objective name,Defend Base,Defendre la base
F/A-26B:fa26-opDesertCobra:mission1:obj_0:info,Mission objective info.,Prevent the enemy from destroying all of the storage depots.,Empechez l'ennemi de detruire tous les dep�ts de stockage.
F/A-26B:fa26-opDesertCobra:mission1:obj_1:name,A mission objective name,Destroy Bombers,Detruire les bombardiers
F/A-26B:fa26-opDesertCobra:mission1:obj_1:info,Mission objective info.,Destroy bomber (HB-106) and 2 escorts (ASF-30) before they destroy the depots.,Detruisez le bombardier (HB-106) et 2 escortes (ASF-30) avant qu'ils ne detruisent les dep�ts.
F/A-26B:fa26-opDesertCobra:mission1:obj_2:name,A mission objective name,Destroy Strikers,Detruire les attaquants
F/A-26B:fa26-opDesertCobra:mission1:obj_2:info,Mission objective info.,"Destroy 3 strikers (GAV-25), 2 escorts (ASF-30) before they destroy the depots."," 2 escorts (ASF-30) before they destroy the depots."
F/A-26B:fa26-opDesertCobra:mission1:obj_3:name,A mission objective name,Destroy Artillery,Detruire l'artillerie
F/A-26B:fa26-opDesertCobra:mission1:obj_3:info,Mission objective info.,Destroy the artillery unit before it does more damage to the depots.,Detruisez l'unite d'artillerie avant qu'elle ne fasse plus de deg�ts aux dep�ts.
F/A-26B:fa26-opDesertCobra:mission1:obj_4:name,A mission objective name,RTB,RTB
F/A-26B:fa26-opDesertCobra:mission1:obj_4:info,Mission objective info.,Mission complete!  Land back at the airbase.,Mission accomplie!�Atterrissez a la base aerienne.
F/A-26B:fa26-opDesertCobra:mission1:obj_5:name,A mission objective name,[Opt] Defend AWACs,[Opt] Defendre les AWAC
F/A-26B:fa26-opDesertCobra:mission1:obj_5:info,Mission objective info.,Destroy the 2 fighters (ASF-58) before they can take down our AWACs.,Detruisez les 2 chasseurs (ASF-58) avant qu'ils ne puissent abattre nos AWAC.
fa26-opDesertCobra:mission2_name,Name of a mission.,Retalliation,Represailles
fa26-opDesertCobra:mission2_description,Description of a mission.,Turn the tables and attack the enemy airbases' supplies.,Renversez les r�les et attaquez le ravitaillement des bases aeriennes ennemies.
F/A-26B:fa26-opDesertCobra:mission2:obj_7:name,A mission objective name,Destroy Depots North,Detruire les dep�ts nord
F/A-26B:fa26-opDesertCobra:mission2:obj_7:info,Mission objective info.,Destroy the enemy depots at the northern airbase.,Detruisez les dep�ts ennemis sur la base aerienne du nord.
F/A-26B:fa26-opDesertCobra:mission2:obj_4:name,A mission objective name,RTB,RTB
F/A-26B:fa26-opDesertCobra:mission2:obj_4:info,Mission objective info.,Mission complete!  Land back at the airbase.,Mission accomplie!�Atterrissez a la base aerienne.
F/A-26B:fa26-opDesertCobra:mission2:obj_6:name,A mission objective name,Destroy Depots East,Detruire les dep�ts est
F/A-26B:fa26-opDesertCobra:mission2:obj_6:info,Mission objective info.,Destroy the enemy depots at the eastern airbase.,Detruisez les dep�ts ennemis sur la base aerienne de l'Est.
fa26-opDesertCobra:mission3_name,Name of a mission.,Strike on Naval Test Lake,Greve sur le lac d'essai naval
fa26-opDesertCobra:mission3_description,Description of a mission.,Escort a strike group sent to destroy ships at the enemy's naval testing area.,Escortez un groupe d'attaque envoye pour detruire les navires dans la zone d'essai navale de l'ennemi.
F/A-26B:fa26-opDesertCobra:mission3:obj_0:name,A mission objective name,Destroy Ships,Detruire des navires
F/A-26B:fa26-opDesertCobra:mission3:obj_0:info,Mission objective info.,SEAD & protect X-Ray while they complete anti-shipping mission.,SEAD & protegez X-Ray pendant qu'ils terminent la mission anti-expedition.
F/A-26B:fa26-opDesertCobra:mission3:obj_1:name,A mission objective name,RTB,RTB
F/A-26B:fa26-opDesertCobra:mission3:obj_1:info,Mission objective info.,Mission complete! Return to base.,Mission accomplie!�Retourner a la base.
F/A-26B:fa26-opDesertCobra:mission3:obj_2:name,A mission objective name,Join Strikers,Rejoignez les grevistes
F/A-26B:fa26-opDesertCobra:mission3:obj_2:info,Mission objective info.,Join the group of Anti-Ship strikers.,Rejoignez le groupe des grevistes anti-navire.
F/A-26B:fa26-opDesertCobra:mission3:obj_3:name,A mission objective name,Assist Bomber,Bombardier d'assistance
F/A-26B:fa26-opDesertCobra:mission3:obj_3:info,Mission objective info.,Protect the bomber while it attacks the remaining ships.,Protegez le bombardier pendant qu'il attaque les navires restants.
F/A-26B:fa26-opDesertCobra:mission3:obj_4:name,A mission objective name,Escort,Escorte
F/A-26B:fa26-opDesertCobra:mission3:obj_4:info,Mission objective info.,Follow and protect the strike group along the way to the attack waypoint.,Suivez et protegez le groupe d'attaque le long du chemin jusqu'au point de passage de l'attaque.
F/A-26B:fa26-opDesertCobra:mission3:obj_5:name,A mission objective name,Defend X-Ray,Defendre les rayons X
